doc_id	doi	pmid	discipline	glmp_relevant	sequence_logic_content	classify_reason	title
biorxiv_10.64898_2026.01.19.700370	10.64898/2026.01.19.700370		biology	false	false	none	Brain mechanisms of mathematical development: A longitudinal fMRI study from preschool to second grade
biorxiv_10.1101_2025.11.26.690659	10.1101/2025.11.26.690659		biology	false	false	none	Secretion-based production of prolyl-hydroxylated human type III collagen in scalable Physcomitrella photobioreactors
biorxiv_10.64898_2026.01.17.700057	10.64898/2026.01.17.700057		biology	false	false	none	Feeling the music: Audiotactile encoding of temporal structure in the human brain
biorxiv_10.64898_2026.01.12.699078	10.64898/2026.01.12.699078		biology	false	false	none	EARLY FLOWERING 3 (ELF3): a novel role in integrating environmental stimuli with root stem cell niche maintenance
biorxiv_10.64898_2025.12.30.697048	10.64898/2025.12.30.697048		biology	false	false	none	The interaction of the Arabidopsis Xyloglucan Xylosyltransferases XXTs with the COPII member SAR1 via their di-Arginine 
biorxiv_10.1101_2024.12.08.627066	10.1101/2024.12.08.627066		biology	false	false	none	Comparison of transcriptional activation by corticosteroids of human MR (Ile-180) and haplotype (Val-180)
biorxiv_10.64898_2026.01.17.700054	10.64898/2026.01.17.700054		biology	false	false	none	Sex without crossovers mimics clonal reproduction in the holocentric plant Rhynchospora tenuis
biorxiv_10.64898_2026.01.07.698102	10.64898/2026.01.07.698102		biology	false	false	none	Attention modulates neural representations of acoustic, categorical, and identity features in a task-dependent manner
biorxiv_10.64898_2026.01.03.697453	10.64898/2026.01.03.697453		biology	true	false	biology_category	NAViFluX: a visualization-centric platform for interactive analysis, refinement and design of genome-scale metabolic net
biorxiv_10.64898_2026.01.04.697552	10.64898/2026.01.04.697552		biology	false	false	none	NetMedGPT - A network medicine foundation model for extensive disease mechanism mining and drug repurposing
biorxiv_10.64898_2026.01.04.697400	10.64898/2026.01.04.697400		biology	false	false	none	Understanding Brain Aging Through Behavioural and Microglial Changes: A Lifespan Approach
biorxiv_10.64898_2026.01.20.700366	10.64898/2026.01.20.700366		biology	false	false	none	JanusX: an integrated and high-performance platform for scalable genome-wide association studies and genomic selection
biorxiv_10.1101_2025.07.30.667588	10.1101/2025.07.30.667588		biology	false	false	none	Inferences from epigenetic information in an ecological context: a case study of early-life environmental effects on DNA
biorxiv_10.64898_2025.12.29.696942	10.64898/2025.12.29.696942		biology	false	false	none	Kilohertz-rate two-photon voltage imaging of population dynamics in vivo
biorxiv_10.1101_2024.11.09.622763	10.1101/2024.11.09.622763		biology	false	false	none	Comprehensive benchmarking of tools for nanopore-based detection of DNA methylation
biorxiv_10.64898_2026.01.25.701536	10.64898/2026.01.25.701536		biology	false	false	none	Drosophila TRAPPC8-Rab1 module regulates retrograde trafficking of Wingless and Evi/Wntless
biorxiv_10.1101_2024.10.04.615514	10.1101/2024.10.04.615514		biology	false	false	none	Defining a tandem repeat catalog and variation clusters for genome-wide analyses
biorxiv_10.64898_2026.01.07.698021	10.64898/2026.01.07.698021		biology	false	false	none	The modular nature of long-association pathways in the human brain
biorxiv_10.64898_2026.01.03.697470	10.64898/2026.01.03.697470		biology	false	false	none	KDM7B-mediated demethylation of RNF113A regulates small cell lung cancer sensitivity to alkylation damage
biorxiv_10.1101_2025.06.14.659722	10.1101/2025.06.14.659722		biology	false	false	none	Predicting the Evolutionary and Functional Landscapes of Viruses with a Unified Nucleotide-Protein Language Model: LucaV
biorxiv_10.64898_2026.01.22.701185	10.64898/2026.01.22.701185		biology	false	false	none	CuiT is a Cu importer required for metal homeostasis in Salmonella enterica
biorxiv_10.64898_2026.01.14.699589	10.64898/2026.01.14.699589		biology	false	false	none	Constitutive sporulation in wild fission yeast enhances insect-mediated survival
biorxiv_10.64898_2026.01.06.697938	10.64898/2026.01.06.697938		biology	false	false	none	ATGL-mediated lipid droplet lipolysis promotes collective migration in Drosophila
biorxiv_10.1101_2025.10.06.680248	10.1101/2025.10.06.680248		biology	false	false	none	Temporal niche influences higher extinction risk among diurnal tetrapods from tropical regions
biorxiv_10.64898_2025.12.29.696848	10.64898/2025.12.29.696848		biology	false	false	none	The craniofacial shape of modern humans embodies genomic signatures of evolution, diversity, and clinical conditions
biorxiv_10.1101_2024.02.04.578824	10.1101/2024.02.04.578824		biology	false	false	none	{Omega}-Loop mutations control dynamics of the active site by modulating the hydrogen-bonding network in PDC-3 β-lactama
biorxiv_10.1101_2025.10.21.683627	10.1101/2025.10.21.683627		biology	false	false	none	Mice lacking PDZD8 exhibit lipid accumulation in the SNr and dysregulation of basal ganglia circuits
biorxiv_10.64898_2026.01.03.697496	10.64898/2026.01.03.697496		biology	false	false	none	Changes in microhabitat structure around amphibian breeding ponds in the northern Rocky Mountains following severe wildf
biorxiv_10.64898_2026.01.23.701414	10.64898/2026.01.23.701414		biology	false	false	none	Chromosome-level genome assembly of the Erythrina Gall Wasp, Quadrastichus erythrinae (Hymenoptera: Eulophidae)
biorxiv_10.64898_2026.01.15.699507	10.64898/2026.01.15.699507		biology	false	false	none	Negative allosteric modulation of α5-GABAA receptors engages dynamic cortical glutamatergic and GABAergic mechanisms und
biorxiv_10.1101_2025.09.04.674251	10.1101/2025.09.04.674251		biology	false	false	none	Subunit-specific behavioral modulation of sensory tuning in the visual cortex
biorxiv_10.64898_2026.01.24.701496	10.64898/2026.01.24.701496		biology	false	false	none	Dissociable neuronal substrates for positive and negative valence stimuli in the nucleus accumbens
biorxiv_10.64898_2026.01.07.698197	10.64898/2026.01.07.698197		biology	false	false	none	Quantitative Deciphering of Mammalian Histamine Receptors through Mathematical Genomics
biorxiv_10.64898_2025.12.01.691550	10.64898/2025.12.01.691550		biology	false	false	none	Liquid Crystal-like Self-Organization of Glioblastoma Prevents Cell Density Induced Migratory Arrest
biorxiv_10.1101_2025.07.17.665246	10.1101/2025.07.17.665246		biology	false	false	none	Molecular Clock Dating of Deep-Time Evolution Using Complex Mixture Models
biorxiv_10.64898_2025.11.29.691313	10.64898/2025.11.29.691313		biology	false	false	none	Novelty, category and orientation tuning for printed characters: a magnetoencephalography study with fast periodic visua
biorxiv_10.64898_2025.12.28.696771	10.64898/2025.12.28.696771		biology	true	false	biology_category	A vesicle-based platform for high-efficiency, high-viability CRISPR/Cas9 knockout in primary human myeloid cells
biorxiv_10.1101_2025.07.10.664071	10.1101/2025.07.10.664071		biology	false	false	none	Comparative clinical transcriptome of pir genes in severe Plasmodium vivax malaria
biorxiv_10.64898_2026.01.13.699300	10.64898/2026.01.13.699300		biology	false	false	none	Gene function predicts divergence across molecular levels
biorxiv_10.64898_2026.01.20.700592	10.64898/2026.01.20.700592		biology	false	false	none	miR-18a-5p upregulates Orai1 expression to promote vascular smooth muscle cell proliferation and neointimal hyperplasia 
biorxiv_10.64898_2026.01.03.697488	10.64898/2026.01.03.697488		biology	false	false	none	A Cationic Amphiphilic Drug (CAD) Defense System in the Nematode Caenorhabditis elegans
biorxiv_10.64898_2026.01.02.697439	10.64898/2026.01.02.697439		biology	true	false	biology_category	Spatiotemporal Mapping of Tertiary Lymphoid Structure Heterogeneity Shapes Immune Niches and Clinical Outcomes in Intrah
biorxiv_10.64898_2026.01.05.697805	10.64898/2026.01.05.697805		biology	false	false	none	PIF1, RAD54 and RDH54/TID1 promote residual double strand break repair during meiosis in the budding yeast, Saccharomyce
biorxiv_10.64898_2026.01.09.698698	10.64898/2026.01.09.698698		biology	true	false	biology_category	A Closed Computational - Experimental Loop Identifies Metabolic Collapse at the Root of Macrophage Dysfunction due to Zi
biorxiv_10.1101_2025.08.13.670109	10.1101/2025.08.13.670109		biology	false	false	none	Identifying pyrogenic contaminants using transcriptomic profiling of monocyte activation test with machine learning
biorxiv_10.1101_2024.03.12.584205	10.1101/2024.03.12.584205		biology	false	false	none	NEMO: Improved and accurate models for identification of 6mA using Nanopore sequencing
biorxiv_10.1101_2025.09.30.679663	10.1101/2025.09.30.679663		biology	false	false	none	Micro-scale spatial metagenomics: revealing high-resolution spatial biogeography of gut microbiomes
biorxiv_10.64898_2026.01.13.699372	10.64898/2026.01.13.699372		biology	false	false	none	Substantia nigra pars reticulata regulates prefrontal cortex via ventromedial thalamus
biorxiv_10.1101_2025.08.10.669259	10.1101/2025.08.10.669259		biology	false	false	none	Behaviorally gated hierarchical predictive coding in macaque auditory-prefrontal circuits
biorxiv_10.64898_2026.01.03.697513	10.64898/2026.01.03.697513		biology	false	false	none	Trait anxiety is associated with idiosyncratic neural event boundaries during naturalistic movie-watching
biorxiv_10.1101_2024.06.24.600214	10.1101/2024.06.24.600214		biology	false	false	none	Developmental and age-related synapse elimination is mediated by glial Croquemort
biorxiv_10.1101_2025.09.16.676609	10.1101/2025.09.16.676609		biology	false	false	none	Comparative Landscape of Small RNAs in Tissue and Liquid Biopsies for Liver Transplant Outcomes
biorxiv_10.1101_2025.11.20.688229	10.1101/2025.11.20.688229		biology	false	false	none	Dynamic Epigenetic Changes During Antidepressant Pharmacotherapy in Major Depressive Disorder
biorxiv_10.1101_2024.05.28.596036	10.1101/2024.05.28.596036		biology	false	false	none	Early and Adequate Braking of Abnormal Tibial Translation Determines Spontaneous Healing Success of the Anterior Cruciat
biorxiv_10.64898_2025.12.29.696936	10.64898/2025.12.29.696936		biology	false	false	none	The ecology of carbon sequestration in coastal upwelling ecosystems
biorxiv_10.64898_2026.01.16.699886	10.64898/2026.01.16.699886		biology	true	false	biology_category	K27-linked ubiquitination restrains the NOD2-RIP2 signaling pathway
biorxiv_10.1101_2025.04.05.647342	10.1101/2025.04.05.647342		biology	false	false	none	NeuroSimo: an open-source software for closed-loop EEG- or EMG-guided TMS
biorxiv_10.64898_2025.12.25.696471	10.64898/2025.12.25.696471		biology	false	false	none	A Comprehensive Treatment-Induced Resistance Atlas of Glioblastoma Reveals a Fibrotic Niche Shielding the Tumor from Imm
biorxiv_10.64898_2026.01.22.696490	10.64898/2026.01.22.696490		biology	false	false	none	Geometric structure of features underlies human VTC object recognition.
biorxiv_10.1101_2025.07.21.665896	10.1101/2025.07.21.665896		biology	false	false	none	DYN-1 regulates SPD-2 and PLK-1 localization and mitotic spindle pole organization
biorxiv_10.64898_2026.01.18.700172	10.64898/2026.01.18.700172		biology	false	false	none	Cytoplasmic FKBP7 reflux controls NFE2L1 levels as an adaptive response to chemotherapy in prostate cancer cells
biorxiv_10.64898_2026.01.15.696285	10.64898/2026.01.15.696285		biology	false	true	none	Direct Binding of miR-155 to FLT3 Regulates Key Cellular Functions in Acute Myeloid Leukemia
biorxiv_10.64898_2025.12.30.686824	10.64898/2025.12.30.686824		biology	false	false	none	NIPBL-mediated 3D genome folding translates enhancer priming into gene activation and safeguards lineage fidelity during
biorxiv_10.64898_2026.01.16.699540	10.64898/2026.01.16.699540		biology	false	false	none	Robust Trachea Segmentation from CT Imaging Using Fully Automated and Prompt-Based Models
biorxiv_10.64898_2026.01.08.698316	10.64898/2026.01.08.698316		biology	false	false	none	Selective Laser Etching technology for reconfigurable microfluidic and electrochemistry-on-chip
biorxiv_10.64898_2026.01.15.699614	10.64898/2026.01.15.699614		biology	false	false	none	Hierarchical Phase-Contrast Tomography Imaging: Applicability in biomedical research
biorxiv_10.64898_2025.12.25.696519	10.64898/2025.12.25.696519		biology	false	false	none	Evolution of the ribosomal exit tunnel through the eyes of the nascent chain
biorxiv_10.1101_2025.08.31.673316	10.1101/2025.08.31.673316		biology	false	false	none	Bayesian inference of gene flow between sister lineages using genomic data
biorxiv_10.1101_2025.11.07.685480	10.1101/2025.11.07.685480		biology	false	false	none	Occurrence of Nigrospora spp. as the predominant causal agents of leaf spot disease in Cavendish banana in banana planta
biorxiv_10.64898_2026.01.05.697806	10.64898/2026.01.05.697806		biology	false	false	none	Phylogenomic assessment of microhylid frogs reveals widespread taxonomic confusion in the Asterophryinae and establishes
biorxiv_10.64898_2026.01.16.699733	10.64898/2026.01.16.699733		biology	false	false	none	dgiLIT: A Method for Prioritization and AI Curation of Drug-Gene Interactions
biorxiv_10.64898_2026.01.07.698278	10.64898/2026.01.07.698278		biology	false	false	none	Kinetochore Homeostasis is Maintained by Coordinated Chromatin Stabilization and Soluble Buffering
biorxiv_10.1101_2025.09.17.672302	10.1101/2025.09.17.672302		biology	false	false	none	Finding stable clusterings of single-cell RNA-seq data
biorxiv_10.64898_2025.12.19.695576	10.64898/2025.12.19.695576		biology	false	false	none	Computational array reconstruction with accumap for spatial transcriptomics
biorxiv_10.1101_2025.08.19.671142	10.1101/2025.08.19.671142		biology	true	false	biology_category	Co-evolved Partners of Immunity: A Trait-Based Map of Human Keystone Organisms
biorxiv_10.64898_2026.01.02.697338	10.64898/2026.01.02.697338		biology	false	false	none	A comprehensive analysis of flagellar mutations in Vibrio cholerae: Trade-off mechanisms between motility loss and host 
